STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,month,Month,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,GE,Georgia,2010,,5469,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,GE,Georgia,2015,,4836,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,GE,Georgia,2020,,3987,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,GE,Georgia,2023,,3228,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HR,Croatia,1995,,4065,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HR,Croatia,2000,,3429,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HR,Croatia,2005,,3595,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HR,Croatia,2010,,3431,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HR,Croatia,2015,,3099,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HR,Croatia,2020,,2845,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HR,Croatia,2023,,2738,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HU,Hungary,1995,,8974,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HU,Hungary,2000,,8063,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HU,Hungary,2005,,8030,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HU,Hungary,2010,,7174,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HU,Hungary,2015,,7695,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HU,Hungary,2020,,7907,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,HU,Hungary,2023,,7455,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,1980,,5962,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,1985,,5013,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,1990,,4633,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,1995,,4132,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,2000,,4589,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,2005,,5175,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,2010,,6325,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,2015,,5307,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,2020,,4666,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IE,Ireland,2023,,4575,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,1980,,372,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,1985,,322,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,1990,,403,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,1995,,365,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,2000,,378,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,2005,,358,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,2010,,395,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,2015,,365,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,2020,,355,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IS,Iceland,2023,,368,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,1980,,56152,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,1985,,51219,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,1990,,48598,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,1995,,44533,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,2000,,44425,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,2005,,45022,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,2010,,43419,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,2015,,40084,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,2020,,33173,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,IT,Italy,2023,,31219,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,1980,,37,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,1985,,30,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,1990,,29,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,1995,,40,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,2000,,33,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,2005,,37,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,2010,,40,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,2015,,31,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,2020,,28,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LI,Liechtenstein,2023,,28,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LT,Lithuania,1995,,3508,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LT,Lithuania,2000,,2968,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LT,Lithuania,2005,,2500,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LT,Lithuania,2010,,2598,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LT,Lithuania,2015,,2834,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LT,Lithuania,2020,,2052,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LT,Lithuania,2023,,1810,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,1980,,346,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,1985,,332,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,1990,,442,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,1995,,486,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,2000,,493,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,2005,,480,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,2010,,456,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,2015,,536,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,2020,,506,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LU,Luxembourg,2023,,524,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LV,Latvia,2000,,1811,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LV,Latvia,2005,,1890,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LV,Latvia,2010,,1645,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LV,Latvia,2015,,1877,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LV,Latvia,2020,,1516,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,LV,Latvia,2023,,1324,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MC,Monaco,2005,,70,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MC,Monaco,2023,,17,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MD,Moldova,2005,,3183,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MD,Moldova,2010,,3556,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MD,Moldova,2015,,3579,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MD,Moldova,2020,,2667,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MD,Moldova,2023,,2034,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,ME,Montenegro,2005,,675,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,ME,Montenegro,2010,,639,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,ME,Montenegro,2015,,585,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,ME,Montenegro,2020,,597,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,ME,Montenegro,2023,,567,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MK,North Macedonia,1995,,2445,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MK,North Macedonia,2000,,2531,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MK,North Macedonia,2005,,1943,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MK,North Macedonia,2010,,2125,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MK,North Macedonia,2015,,1936,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MK,North Macedonia,2020,,1683,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MK,North Macedonia,2023,,1435,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MT,Malta,1995,,378,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MT,Malta,2000,,336,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MT,Malta,2005,,309,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MT,Malta,2010,,280,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MT,Malta,2015,,324,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MT,Malta,2020,,333,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,MT,Malta,2023,,318,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,1980,,14954,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,1985,,14181,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,1990,,16177,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,1995,,16124,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,2000,,16773,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,2005,,15583,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,2010,,15386,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,2015,,14273,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,2020,,13928,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NL,Netherlands,2023,,13958,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,1980,,4242,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,1985,,4210,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,1990,,5111,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,1995,,5274,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,2000,,4937,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,2005,,4940,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,2010,,5368,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,2015,,5386,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,2020,,4791,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,NO,Norway,2023,,4763,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PL,Poland,1995,,37381,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PL,Poland,2000,,32355,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PL,Poland,2005,,30851,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PL,Poland,2010,,35004,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PL,Poland,2015,,31582,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PL,Poland,2020,,30353,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PL,Poland,2023,,23066,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,1980,,13484,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,1985,,11173,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,1990,,9780,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,1995,,8992,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,2000,,9756,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,2005,,9032,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,2010,,8231,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,2015,,6742,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,2020,,6813,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,PT,Portugal,2023,,6953,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RO,Romania,1995,,20097,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RO,Romania,2000,,20247,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RO,Romania,2005,,18342,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RO,Romania,2010,,18338,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RO,Romania,2015,,17077,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RO,Romania,2020,,16706,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RO,Romania,2023,,13375,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RS,Serbia,2000,,6384,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RS,Serbia,2005,,6052,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RS,Serbia,2010,,5603,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RS,Serbia,2015,,5409,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RS,Serbia,2020,,5241,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RS,Serbia,2023,,5160,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RU,Russia,2005,,124022,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,RU,Russia,2010,,154265,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,1980,,8241,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,1985,,8337,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,1990,,10496,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,1995,,9130,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,2000,,7815,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,2005,,8760,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,2010,,10140,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,2015,,9981,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,2020,,9877,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SE,Sweden,2023,,8960,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SI,Slovenia,1995,,1624,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SI,Slovenia,2000,,1480,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SI,Slovenia,2005,,1511,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SI,Slovenia,2010,,1844,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SI,Slovenia,2015,,1802,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SI,Slovenia,2020,,1606,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SI,Slovenia,2023,,1499,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SK,Slovakia,2000,,4677,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SK,Slovakia,2005,,4727,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SK,Slovakia,2010,,5129,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SK,Slovakia,2015,,4709,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SK,Slovakia,2020,,4712,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SK,Slovakia,2023,,4182,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,SM,San Marino,2005,,21,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,TR,Türkiye,2010,,107591,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,TR,Türkiye,2015,,114870,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,TR,Türkiye,2020,,99030,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,UA,Ukraine,2005,,33153,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,UA,Ukraine,2010,,42842,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,UA,Ukraine,2015,,32185,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,UA,Ukraine,2020,,23166,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,UK,United Kingdom,1980,,62877,,,,,
dataflow,ESTAT:DEMO_FMONTH(1.0),Live births (total) by month,A,Annual,NR,Number,M06,June,UK,United Kingdom,1985,,62279,,,,,
